id	name	desc	url	type	P12078	P852
doctor-who-the-eternity-clock	Doctor Who: The Eternity Clock	2012 video game	https://www.metacritic.com/game/doctor-who-the-eternity-clock/	Q7889	1300127172	
dodgeball-academia	Dodgeball Academia	2021 video game	https://www.metacritic.com/game/dodgeball-academia/	Q7889	1300538311	
dodogo	DodoGo!	2010 video game	https://www.metacritic.com/game/dodogo/	Q7889	1300044389	Q14864328
dodogo-robo	DodoGo! Robo	2011 video game	https://www.metacritic.com/game/dodogo-robo/	Q7889	1300102268	Q14864328
dofus	DOFUS	2005 video game	https://www.metacritic.com/game/dofus/	Q7889	1300024612	
dogs-life	Dog's Life	2004 video game	https://www.metacritic.com/game/dogs-life/	Q7889	1300019522	Q14864330
dogfight-1942	Dogfight 1942	2012 video game	https://www.metacritic.com/game/dogfight-1942/	Q7889	1300144687	Q14864330
dogos	Dogos	2016 video game	https://www.metacritic.com/game/dogos/	Q7889	1300459540	
dogs-of-war-battle-on-primus-iv	Dogs of War: Battle On Primus IV	2000 video game	https://www.metacritic.com/game/dogs-of-war-battle-on-primus-iv/	Q7889	1300002510	Q14864331
dogz	Dogz	2005 video game	https://www.metacritic.com/game/dogz/	Q7889	1300025784	Q14864328
dokapon-journey	Dokapon Journey	2009 video game	https://www.metacritic.com/game/dokapon-journey/	Q7889	1300042507	
dokapon-kingdom	Dokapon Kingdom	2008 video game	https://www.metacritic.com/game/dokapon-kingdom/	Q7889	1300030827	
dokapon-kingdom-connect	Dokapon Kingdom: Connect	2023 video game	https://www.metacritic.com/game/dokapon-kingdom-connect/	Q7889	1300586846	
doki-doki-literature-club-plus	Doki Doki Literature Club Plus!	2021 video game	https://www.metacritic.com/game/doki-doki-literature-club-plus/	Q7889	1300538197	Q14864331
doki-doki-literature-club	Doki Doki Literature Club!	2017 video game	https://www.metacritic.com/game/doki-doki-literature-club/	Q7889	1300475670	
doki-doki-universe	Doki-Doki Universe	2013 video game	https://www.metacritic.com/game/doki-doki-universe/	Q7889	1300185811	
dokuro	Dokuro	2012 video game	https://www.metacritic.com/game/dokuro/	Q7889	1300139170	
dollar-dash	Dollar Dash	2013 video game	https://www.metacritic.com/game/dollar-dash/	Q7889	1300145647	
dollhouse	Dollhouse	2019 video game	https://www.metacritic.com/game/dollhouse/	Q7889	1300249590	Q14864331
dolmen	DOLMEN	2022 video game	https://www.metacritic.com/game/dolmen/	Q7889	1300483827	Q14864330
dome-keeper	Dome Keeper	2022 video game	https://www.metacritic.com/game/dome-keeper/	Q7889	1300537013	
domination-2005	Domination (2005)	2005 video game	https://www.metacritic.com/game/domination-2005/	Q7889	1300023329	Q14864330
dominions-3-the-awakening	Dominions 3: The Awakening	2006 video game	https://www.metacritic.com/game/dominions-3-the-awakening/	Q7889	1300022763	
dominions-ii-the-ascension-wars	Dominions II: The Ascension Wars	2003 video game	https://www.metacritic.com/game/dominions-ii-the-ascension-wars/	Q7889	1300020059	
domino-master	Domino Master	2008 video game	https://www.metacritic.com/game/domino-master/	Q7889	1300039256	Q14864328
don-king-boxing	Don King Boxing	2009 video game	https://www.metacritic.com/game/don-king-boxing/	Q7889	1300034077	Q14864330
don-king-presents-prizefighter	Don King Presents: Prizefighter	2008 video game	https://www.metacritic.com/game/don-king-presents-prizefighter/	Q7889	1300034076	Q14864330
dont-forget-me	Don't Forget Me	2021 video game	https://www.metacritic.com/game/dont-forget-me/	Q7889	1300518641	
dont-knock-twice	Don't Knock Twice	2017 video game	https://www.metacritic.com/game/dont-knock-twice/	Q7889	1300461110	Q14864331
dont-starve	Don't Starve	2014 video game	https://www.metacritic.com/game/dont-starve/	Q7889	1300160853	Q14864330
dont-starve-giant-edition	Don't Starve: Giant Edition	2015 video game	https://www.metacritic.com/game/dont-starve-giant-edition/	Q7889	1300408358	Q14864330
donkey-kong	Donkey Kong	2004 video game	https://www.metacritic.com/game/donkey-kong/	Q7889	1300000826	Q14864328
donkey-kong-64	Donkey Kong 64	1999 video game	https://www.metacritic.com/game/donkey-kong-64/	Q7889	1300000321	Q14864328
donkey-kong-country	Donkey Kong Country	2003 video game	https://www.metacritic.com/game/donkey-kong-country/	Q7889	1300002922	Q14864328
donkey-kong-country-2-diddys-kong-quest	Donkey Kong Country 2: Diddy's Kong Quest	2004 video game	https://www.metacritic.com/game/donkey-kong-country-2-diddys-kong-quest/	Q7889	1300017566	Q14864328
donkey-kong-country-3-dixie-kongs-double-trouble	Donkey Kong Country 3: Dixie Kong's Double Trouble!	2005 video game	https://www.metacritic.com/game/donkey-kong-country-3-dixie-kongs-double-trouble/	Q7889	1300017569	Q14864328
donkey-kong-country-returns	Donkey Kong Country Returns	2010 video game	https://www.metacritic.com/game/donkey-kong-country-returns/	Q7889	1300079135	Q14864328
donkey-kong-country-tropical-freeze	Donkey Kong Country: Tropical Freeze	2014 video game	https://www.metacritic.com/game/donkey-kong-country-tropical-freeze/	Q7889	1300185814	Q14864328
donkey-kong-jungle-beat	Donkey Kong Jungle Beat	2005 video game	https://www.metacritic.com/game/donkey-kong-jungle-beat/	Q7889	1300021008	
donkey-kong-barrel-blast	Donkey Kong: Barrel Blast	2007 video game	https://www.metacritic.com/game/donkey-kong-barrel-blast/	Q7889	1300027042	Q14864328
donkey-konga	Donkey Konga	2004 video game	https://www.metacritic.com/game/donkey-konga/	Q7889	1300019960	Q14864328
donkey-konga-2	Donkey Konga 2	2005 video game	https://www.metacritic.com/game/donkey-konga-2/	Q7889	1300020598	Q14864330
donut-county	Donut County	2018 video game	https://www.metacritic.com/game/donut-county/	Q7889	1300404099	Q14864328
doom	DOOM	2017 video game	https://www.metacritic.com/game/doom/	Q7889	1300287266	Q14864331
doom-1993	DOOM (1993)	2006 video game	https://www.metacritic.com/game/doom-1993/	Q7889	1300000828	Q14864331
doom-3	DOOM 3	2004 video game	https://www.metacritic.com/game/doom-3/	Q7889	1300003373	Q14864331
doom-3-bfg-edition	DOOM 3 BFG Edition	2012 video game	https://www.metacritic.com/game/doom-3-bfg-edition/	Q7889	1300144692	Q14864331
doom-3-resurrection-of-evil	DOOM 3: Resurrection of Evil	2005 video game	https://www.metacritic.com/game/doom-3-resurrection-of-evil/	Q7889	1300003374	Q14864331
doom-3-vr-edition	DOOM 3: VR Edition	2021 video game	https://www.metacritic.com/game/doom-3-vr-edition/	Q7889	1300532768	Q14864331
doom-64	DOOM 64	2020 video game	https://www.metacritic.com/game/doom-64/	Q7889	1300000829	Q14864331
doom-eternal	DOOM Eternal	2020 video game	https://www.metacritic.com/game/doom-eternal/	Q7889	1300486984	Q14864331
doom-eternal-the-ancient-gods-part-one	DOOM Eternal: The Ancient Gods Part One	2020 video game	https://www.metacritic.com/game/doom-eternal-the-ancient-gods-part-one/	Q7889	1300522600	Q14864331
doom-eternal-the-ancient-gods-part-two	DOOM Eternal: The Ancient Gods Part Two	2021 video game	https://www.metacritic.com/game/doom-eternal-the-ancient-gods-part-two/	Q7889	1300533555	Q14864331
doom-ii	DOOM II	2010 video game	https://www.metacritic.com/game/doom-ii/	Q7889	1300000830	Q14864331
doom-vfr	DOOM VFR	2017 video game	https://www.metacritic.com/game/doom-vfr/	Q7889	1300468548	Q14864331
doomblade	DOOMBLADE	2023 video game	https://www.metacritic.com/game/doomblade/	Q7889	1300543523	
doomsday-vault	Doomsday Vault	2021 video game	https://www.metacritic.com/game/doomsday-vault/	Q7889	1300506872	
door-kickers	Door Kickers	2014 video game	https://www.metacritic.com/game/door-kickers/	Q7889	1300195918	
doraemon-story-of-seasons	Doraemon: Story of Seasons	2019 video game	https://www.metacritic.com/game/doraemon-story-of-seasons/	Q7889	1300497490	Q14864328
doraemon-story-of-seasons-friends-of-the-great	Doraemon: Story of Seasons - Friends of the Great Kingdom	2022 video game	https://www.metacritic.com/game/doraemon-story-of-seasons-friends-of-the-great/	Q7889	1300572891	Q14864328
dordogne	Dordogne	2023 video game	https://www.metacritic.com/game/dordogne/	Q7889	1300515039	
dorfromantik	Dorfromantik	2022 video game	https://www.metacritic.com/game/dorfromantik/	Q7889	1300528132	Q14864328
dota-2	Dota 2	2013 video game	https://www.metacritic.com/game/dota-2/	Q7889	1300088464	
double-cross	Double Cross	2019 video game	https://www.metacritic.com/game/double-cross/	Q7889	1300483907	
double-d-dodgeball	Double D Dodgeball	2008 video game	https://www.metacritic.com/game/double-d-dodgeball/	Q7889	1300035629	Q14864328
double-dragon-and-kunio-kun-retro-brawler-bundle	Double Dragon & Kunio-kun Retro Brawler Bundle	2020 video game	https://www.metacritic.com/game/double-dragon-and-kunio-kun-retro-brawler-bundle/	Q7889	1300512599	
double-dragon-advance	Double Dragon Advance	2003 video game	https://www.metacritic.com/game/double-dragon-advance/	Q7889	1300602899	Q14864330
double-dragon-gaiden-rise-of-the-dragons	Double Dragon Gaiden: Rise of the Dragons	2023 video game	https://www.metacritic.com/game/double-dragon-gaiden-rise-of-the-dragons/	Q7889	1300594499	
double-dragon-ii-wander-of-the-dragons	Double Dragon II: Wander of the Dragons	2013 video game	https://www.metacritic.com/game/double-dragon-ii-wander-of-the-dragons/	Q7889	1300156575	Q14864330
double-dragon-iv	Double Dragon IV	2017 video game	https://www.metacritic.com/game/double-dragon-iv/	Q7889	1300463531	
double-dragon-neon	Double Dragon: Neon	2012 video game	https://www.metacritic.com/game/double-dragon-neon/	Q7889	1300139393	Q14864330
double-fine-happy-action-theater	Double Fine Happy Action Theater	2012 video game	https://www.metacritic.com/game/double-fine-happy-action-theater/	Q7889	1300121919	Q14864328
double-kick-heroes	Double Kick Heroes	2020 video game	https://www.metacritic.com/game/double-kick-heroes/	Q7889	1300465529	Q14864331
downforce-2002	Downforce (2002)	2002 video game	https://www.metacritic.com/game/downforce-2002/	Q7889	1300003565	Q14864328
downhill-domination	Downhill Domination	2003 video game	https://www.metacritic.com/game/downhill-domination/	Q7889	1300018291	Q14864330
downward-spiral-horus-station	Downward Spiral: Horus Station	2018 video game	https://www.metacritic.com/game/downward-spiral-horus-station/	Q7889	1300481640	
downwell	Downwell	2015 video game	https://www.metacritic.com/game/downwell/	Q7889	1300403744	
dr-luigi	Dr. Luigi	2013 video game	https://www.metacritic.com/game/dr-luigi/	Q7889	1300228629	Q14864328
dr-mario	Dr. Mario	2004 video game	https://www.metacritic.com/game/dr-mario/	Q7889	1300005453	Q14864328
dr-mario-puzzle-league	Dr. Mario / Puzzle League	2005 video game	https://www.metacritic.com/game/dr-mario-puzzle-league/	Q7889	1300025325	Q14864328
dr-mario-64	Dr. Mario 64	2001 video game	https://www.metacritic.com/game/dr-mario-64/	Q7889	1300003280	Q14864328
dr-mario-express	Dr. Mario Express	2009 video game	https://www.metacritic.com/game/dr-mario-express/	Q7889	1300041460	Q14864328
dr-mario-online-rx	Dr. Mario Online RX	2008 video game	https://www.metacritic.com/game/dr-mario-online-rx/	Q7889	1300033733	Q14864328
dr-mario-miracle-cure	Dr. Mario: Miracle Cure	2015 video game	https://www.metacritic.com/game/dr-mario-miracle-cure/	Q7889	1300435665	Q14864328
dr-muto	Dr. Muto	2002 video game	https://www.metacritic.com/game/dr-muto/	Q7889	1300004663	Q14864330
dr-seuss-the-cat-in-the-hat	Dr. Seuss' The Cat in the Hat	2003 video game	https://www.metacritic.com/game/dr-seuss-the-cat-in-the-hat/	Q7889	1300019108	Q14864328
dr-sudoku	Dr. Sudoku	2006 video game	https://www.metacritic.com/game/dr-sudoku/	Q7889	1300025835	Q14864328
dracula-3-path-of-the-dragon	Dracula 3: The Path of the Dragon	2008 video game	https://www.metacritic.com/game/dracula-3-path-of-the-dragon/	Q7889	1300032332	Q14864330
dracula-origin	Dracula: Origin	2008 video game	https://www.metacritic.com/game/dracula-origin/	Q7889	1300030641	Q14864330
dracula-the-last-sanctuary	Dracula: The Last Sanctuary	2001 video game	https://www.metacritic.com/game/dracula-the-last-sanctuary/	Q7889	1300003219	Q14864331
dracula-the-resurrection	Dracula: The Resurrection	2000 video game	https://www.metacritic.com/game/dracula-the-resurrection/	Q7889	1300002740	Q14864331
dracula-undead-awakening	Dracula: Undead Awakening	2010 video game	https://www.metacritic.com/game/dracula-undead-awakening/	Q7889	1300042804	Q14864330
draglade	Draglade	2007 video game	https://www.metacritic.com/game/draglade/	Q7889	1300029811	
dragon-age-ii	Dragon Age II	2011 video game	https://www.metacritic.com/game/dragon-age-ii/	Q7889	1300069554	Q14864331
dragon-age-ii-legacy	Dragon Age II: Legacy	2011 video game	https://www.metacritic.com/game/dragon-age-ii-legacy/	Q7889	1300069557	Q14864331
dragon-age-ii-mark-of-the-assassin	Dragon Age II: Mark of the Assassin	2011 video game	https://www.metacritic.com/game/dragon-age-ii-mark-of-the-assassin/	Q7889	1300069558	Q14864331
dragon-age-inquisition	Dragon Age: Inquisition	2014 video game	https://www.metacritic.com/game/dragon-age-inquisition/	Q7889	1300107274	Q14864331
dragon-age-inquisition-jaws-of-hakkon	Dragon Age: Inquisition - Jaws Of Hakkon	2015 video game	https://www.metacritic.com/game/dragon-age-inquisition-jaws-of-hakkon/	Q7889	1300412394	
dragon-age-inquisition-trespasser	Dragon Age: Inquisition - Trespasser	2015 video game	https://www.metacritic.com/game/dragon-age-inquisition-trespasser/	Q7889	1300451622	
dragon-age-origins	Dragon Age: Origins	2009 video game	https://www.metacritic.com/game/dragon-age-origins/	Q7889	1300020921	Q14864331
dragon-age-origins-awakening	Dragon Age: Origins - Awakening	2010 video game	https://www.metacritic.com/game/dragon-age-origins-awakening/	Q7889	1300020925	Q14864331
dragon-age-origins-lelianas-song	Dragon Age: Origins - Leliana's Song	2010 video game	https://www.metacritic.com/game/dragon-age-origins-lelianas-song/	Q7889	1300020927	
dragon-age-origins-return-to-ostagar	Dragon Age: Origins - Return to Ostagar	2010 video game	https://www.metacritic.com/game/dragon-age-origins-return-to-ostagar/	Q7889	1300020924	Q14864331
dragon-age-origins-witch-hunt	Dragon Age: Origins - Witch Hunt	2010 video game	https://www.metacritic.com/game/dragon-age-origins-witch-hunt/	Q7889	1300020929	Q14864331
dragon-ball-fighterz	Dragon Ball FighterZ	2018 video game	https://www.metacritic.com/game/dragon-ball-fighterz/	Q7889	1300468471	Q14864330
dragon-ball-gt-transformation	Dragon Ball GT: Transformation	2005 video game	https://www.metacritic.com/game/dragon-ball-gt-transformation/	Q7889	1300021422	
dragon-ball-z-budokai-hd-collection	Dragon Ball Z Budokai HD Collection	2012 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-hd-collection/	Q7889	1300148314	Q14864330
dragon-ball-z-for-kinect	Dragon Ball Z for Kinect	2012 video game	https://www.metacritic.com/game/dragon-ball-z-for-kinect/	Q7889	1300140103	Q14864330
dragon-ball-z-attack-of-the-saiyans	Dragon Ball Z: Attack of the Saiyans	2009 video game	https://www.metacritic.com/game/dragon-ball-z-attack-of-the-saiyans/	Q7889	1300041415	
dragon-ball-z-battle-of-z	Dragon Ball Z: Battle of Z	2014 video game	https://www.metacritic.com/game/dragon-ball-z-battle-of-z/	Q7889	1300186847	Q14864330
dragon-ball-z-budokai	Dragon Ball Z: Budokai	2002 video game	https://www.metacritic.com/game/dragon-ball-z-budokai/	Q7889	1300005028	Q14864330
dragon-ball-z-budokai-2	Dragon Ball Z: Budokai 2	2003 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-2/	Q7889	1300018512	Q14864330
dragon-ball-z-budokai-3	Dragon Ball Z: Budokai 3	2004 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-3/	Q7889	1300020837	Q14864330
dragon-ball-z-budokai-tenkaichi	Dragon Ball Z: Budokai Tenkaichi	2005 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-tenkaichi/	Q7889	1300024499	Q14864330
dragon-ball-z-budokai-tenkaichi-2	Dragon Ball Z: Budokai Tenkaichi 2	2006 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-tenkaichi-2/	Q7889	1300026833	Q14864330
dragon-ball-z-budokai-tenkaichi-3	Dragon Ball Z: Budokai Tenkaichi 3	2007 video game	https://www.metacritic.com/game/dragon-ball-z-budokai-tenkaichi-3/	Q7889	1300031072	Q14864330
dragon-ball-z-burst-limit	Dragon Ball Z: Burst Limit	2008 video game	https://www.metacritic.com/game/dragon-ball-z-burst-limit/	Q7889	1300034114	Q14864330
dragon-ball-z-buus-fury	Dragon Ball Z: Buu's Fury	2004 video game	https://www.metacritic.com/game/dragon-ball-z-buus-fury/	Q7889	1300020846	Q14864328
dragon-ball-z-extreme-butoden	Dragon Ball Z: Extreme Butoden	2015 video game	https://www.metacritic.com/game/dragon-ball-z-extreme-butoden/	Q7889	1300402898	Q14864330
dragon-ball-z-harukanaru-densetsu	Dragon Ball Z: Harukanaru Densetsu	2007 video game	https://www.metacritic.com/game/dragon-ball-z-harukanaru-densetsu/	Q7889	1300028151	Q14864328
dragon-ball-z-infinite-world	Dragon Ball Z: Infinite World	2008 video game	https://www.metacritic.com/game/dragon-ball-z-infinite-world/	Q7889	1300039444	Q14864330
dragon-ball-z-kakarot	Dragon Ball Z: Kakarot	2020 video game	https://www.metacritic.com/game/dragon-ball-z-kakarot/	Q7889	1300496122	Q14864330
dragon-ball-z-kakarot-plus-a-new-power-awakens-set	Dragon Ball Z: Kakarot + A New Power Awakens Set	2021 video game	https://www.metacritic.com/game/dragon-ball-z-kakarot-plus-a-new-power-awakens-set/	Q7889	1300538370	Q14864330
dragon-ball-z-sagas	Dragon Ball Z: Sagas	2005 video game	https://www.metacritic.com/game/dragon-ball-z-sagas/	Q7889	1300022850	Q14864330
dragon-ball-z-shin-budokai	Dragon Ball Z: Shin Budokai	2006 video game	https://www.metacritic.com/game/dragon-ball-z-shin-budokai/	Q7889	1300022535	Q14864330
dragon-ball-z-shin-budokai-another-road	Dragon Ball Z: Shin Budokai - Another Road	2007 video game	https://www.metacritic.com/game/dragon-ball-z-shin-budokai-another-road/	Q7889	1300029988	Q14864330
dragon-ball-z-supersonic-warriors	Dragon Ball Z: Supersonic Warriors	2004 video game	https://www.metacritic.com/game/dragon-ball-z-supersonic-warriors/	Q7889	1300020322	Q14864330
dragon-ball-z-supersonic-warriors-2	Dragon Ball Z: Supersonic Warriors 2	2005 video game	https://www.metacritic.com/game/dragon-ball-z-supersonic-warriors-2/	Q7889	1300023160	
dragon-ball-z-taiketsu	Dragon Ball Z: Taiketsu	2003 video game	https://www.metacritic.com/game/dragon-ball-z-taiketsu/	Q7889	1300018576	Q14864330
dragon-ball-z-tenkaichi-tag-team	Dragon Ball Z: Tenkaichi Tag Team	2010 video game	https://www.metacritic.com/game/dragon-ball-z-tenkaichi-tag-team/	Q7889	1300074748	Q14864330
dragon-ball-z-the-legacy-of-goku	Dragon Ball Z: The Legacy of Goku	2002 video game	https://www.metacritic.com/game/dragon-ball-z-the-legacy-of-goku/	Q7889	1300003769	Q14864328
dragon-ball-z-the-legacy-of-goku-ii	Dragon Ball Z: The Legacy of Goku II	2003 video game	https://www.metacritic.com/game/dragon-ball-z-the-legacy-of-goku-ii/	Q7889	1300018294	Q14864328
dragon-ball-z-ultimate-battle-22	Dragon Ball Z: Ultimate Battle 22	2003 video game	https://www.metacritic.com/game/dragon-ball-z-ultimate-battle-22/	Q7889	1300010272	Q14864330
dragon-ball-z-ultimate-tenkaichi	Dragon Ball Z: Ultimate Tenkaichi	2011 video game	https://www.metacritic.com/game/dragon-ball-z-ultimate-tenkaichi/	Q7889	1300106462	Q14864330
dragon-ball-advanced-adventure	Dragon Ball: Advanced Adventure	2006 video game	https://www.metacritic.com/game/dragon-ball-advanced-adventure/	Q7889	1300022266	
dragon-ball-evolution	Dragon Ball: Evolution	2009 video game	https://www.metacritic.com/game/dragon-ball-evolution/	Q7889	1300041364	Q14864330
dragon-ball-fusions	Dragon Ball: Fusions	2016 video game	https://www.metacritic.com/game/dragon-ball-fusions/	Q7889	1300454519	Q14864330
dragon-ball-origins	Dragon Ball: Origins	2008 video game	https://www.metacritic.com/game/dragon-ball-origins/	Q7889	1300035540	Q14864330
dragon-ball-origins-2	Dragon Ball: Origins 2	2010 video game	https://www.metacritic.com/game/dragon-ball-origins-2/	Q7889	1300061857	Q14864330
dragon-ball-raging-blast	Dragon Ball: Raging Blast	2009 video game	https://www.metacritic.com/game/dragon-ball-raging-blast/	Q7889	1300043957	Q14864330
dragon-ball-raging-blast-2	Dragon Ball: Raging Blast 2	2010 video game	https://www.metacritic.com/game/dragon-ball-raging-blast-2/	Q7889	1300077294	Q14864330
dragon-ball-revenge-of-king-piccolo	Dragon Ball: Revenge of King Piccolo	2009 video game	https://www.metacritic.com/game/dragon-ball-revenge-of-king-piccolo/	Q7889	1300043985	
dragon-ball-the-breakers	Dragon Ball: The Breakers	2022 video game	https://www.metacritic.com/game/dragon-ball-the-breakers/	Q7889	1300548807	Q14864330
dragon-ball-xenoverse	Dragon Ball: Xenoverse	2015 video game	https://www.metacritic.com/game/dragon-ball-xenoverse/	Q7889	1300287040	Q14864330
dragon-ball-xenoverse-2	Dragon Ball: Xenoverse 2	2016 video game	https://www.metacritic.com/game/dragon-ball-xenoverse-2/	Q7889	1300457173	Q14864330
dragon-blade-wrath-of-fire	Dragon Blade: Wrath of Fire	2007 video game	https://www.metacritic.com/game/dragon-blade-wrath-of-fire/	Q7889	1300032261	Q14864330
dragon-booster	Dragon Booster	2005 video game	https://www.metacritic.com/game/dragon-booster/	Q7889	1300021591	Q14864328
dragon-marked-for-death	Dragon Marked For Death	2019 video game	https://www.metacritic.com/game/dragon-marked-for-death/	Q7889	1300473516	Q14864330
dragon-quest-1986	Dragon Quest	2019 video game	https://www.metacritic.com/game/dragon-quest-1986/	Q7889	1300005568	Q14864330
dragon-quest-builders	Dragon Quest Builders	2016 video game	https://www.metacritic.com/game/dragon-quest-builders/	Q7889	1300449816	
dragon-quest-builders-2	Dragon Quest Builders 2	2019 video game	https://www.metacritic.com/game/dragon-quest-builders-2/	Q7889	1300470900	
dragon-quest-heroes-ii	Dragon Quest Heroes II	2017 video game	https://www.metacritic.com/game/dragon-quest-heroes-ii/	Q7889	1300414979	
dragon-quest-heroes-rocket-slime	Dragon Quest Heroes: Rocket Slime	2006 video game	https://www.metacritic.com/game/dragon-quest-heroes-rocket-slime/	Q7889	1300026834	Q14864328
dragon-quest-heroes	Dragon Quest Heroes: The World Tree's Woe and the Blight Below	2015 video game	https://www.metacritic.com/game/dragon-quest-heroes/	Q7889	1300316215	Q14864330
dragon-quest-ii	Dragon Quest II	2019 video game	https://www.metacritic.com/game/dragon-quest-ii/	Q7889	1300016938	Q14864330
dragon-quest-iii	Dragon Quest III	2019 video game	https://www.metacritic.com/game/dragon-quest-iii/	Q7889	1300006134	Q14864330
dragon-quest-iv-chapters-of-the-chosen	Dragon Quest IV: Chapters of the Chosen	2008 video game	https://www.metacritic.com/game/dragon-quest-iv-chapters-of-the-chosen/	Q7889	1300032856	
dragon-quest-ix-sentinels-of-the-starry-skies	Dragon Quest IX: Sentinels of the Starry Skies	2010 video game	https://www.metacritic.com/game/dragon-quest-ix-sentinels-of-the-starry-skies/	Q7889	1300029661	
dragon-quest-monsters-joker	Dragon Quest Monsters: Joker	2007 video game	https://www.metacritic.com/game/dragon-quest-monsters-joker/	Q7889	1300027632	
dragon-quest-monsters-joker-2	Dragon Quest Monsters: Joker 2	2011 video game	https://www.metacritic.com/game/dragon-quest-monsters-joker-2/	Q7889	1300068237	Q14864328
dragon-quest-monsters-the-dark-prince	Dragon Quest Monsters: The Dark Prince	2023 video game	https://www.metacritic.com/game/dragon-quest-monsters-the-dark-prince/	Q7889	1300598251	Q14864328
dragon-quest-swords-the-masked-queen-and-the-towe	Dragon Quest Swords: The Masked Queen and the Tower of Mirrors	2008 video game	https://www.metacritic.com/game/dragon-quest-swords-the-masked-queen-and-the-towe/	Q7889	1300027000	Q14864330
dragon-quest-treasures	Dragon Quest Treasures	2022 video game	https://www.metacritic.com/game/dragon-quest-treasures/	Q7889	1300537367	
dragon-quest-v-hand-of-the-heavenly-bride	Dragon Quest V: Hand of the Heavenly Bride	2009 video game	https://www.metacritic.com/game/dragon-quest-v-hand-of-the-heavenly-bride/	Q7889	1300032857	
dragon-quest-vi-realms-of-revelation	Dragon Quest VI: Realms of Revelation	2011 video game	https://www.metacritic.com/game/dragon-quest-vi-realms-of-revelation/	Q7889	1300032858	Q14864330
dragon-quest-vii-fragments-of-the-forgotten-past	Dragon Quest VII: Fragments of the Forgotten Past	2016 video game	https://www.metacritic.com/game/dragon-quest-vii-fragments-of-the-forgotten-past/	Q7889	1300000840	
dragon-quest-viii-journey-of-the-cursed-king	Dragon Quest VIII: Journey of the Cursed King	2005 video game	https://www.metacritic.com/game/dragon-quest-viii-journey-of-the-cursed-king/	Q7889	1300015086	Q14864330
dragon-quest-wars	Dragon Quest Wars	2009 video game	https://www.metacritic.com/game/dragon-quest-wars/	Q7889	1300043961	Q14864328
dragon-quest-xi-s-echoes-of-an-elusive-age	Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition	2019 video game	https://www.metacritic.com/game/dragon-quest-xi-s-echoes-of-an-elusive-age/	Q7889	1300520899	Q14864330
dragon-quest-xi-echoes-of-an-elusive-age	Dragon Quest XI: Echoes of an Elusive Age	2018 video game	https://www.metacritic.com/game/dragon-quest-xi-echoes-of-an-elusive-age/	Q7889	1300450667	Q14864330
dragon-rage-2001	Dragon Rage (2001)	2001 video game	https://www.metacritic.com/game/dragon-rage-2001/	Q7889	1300003820	Q14864330
dragon-star-varnir	Dragon Star Varnir	2019 video game	https://www.metacritic.com/game/dragon-star-varnir/	Q7889	1300488395	Q14864330
dragon-throne-battle-of-red-cliffs	Dragon Throne: Battle of Red Cliffs	2002 video game	https://www.metacritic.com/game/dragon-throne-battle-of-red-cliffs/	Q7889	1300004310	Q14864330
dragon-valor	Dragon Valor	2000 video game	https://www.metacritic.com/game/dragon-valor/	Q7889	1300000841	Q14864330
dragons-crown	Dragon's Crown	2013 video game	https://www.metacritic.com/game/dragons-crown/	Q7889	1300108761	Q14864330
dragons-dogma	Dragon's Dogma	2012 video game	https://www.metacritic.com/game/dragons-dogma/	Q7889	1300103008	Q14864331
dragons-dogma-dark-arisen	Dragon's Dogma: Dark Arisen	2016 video game	https://www.metacritic.com/game/dragons-dogma-dark-arisen/	Q7889	1300103025	Q14864331
dragons-lair	Dragon's Lair	2012 video game	https://www.metacritic.com/game/dragons-lair/	Q7889	1300003101	
dragons-lair-3d-return-to-the-lair	Dragon's Lair 3D: Return to the Lair	2002 video game	https://www.metacritic.com/game/dragons-lair-3d-return-to-the-lair/	Q7889	1300002947	Q14864330
dragoneers-aria	Dragoneer's Aria	2007 video game	https://www.metacritic.com/game/dragoneers-aria/	Q7889	1300030601	
dragonriders-chronicles-of-pern	Dragonriders: Chronicles of Pern	2001 video game	https://www.metacritic.com/game/dragonriders-chronicles-of-pern/	Q7889	1300002707	Q14864330
drakan-the-ancients-gates	Drakan: The Ancients' Gates	2002 video game	https://www.metacritic.com/game/drakan-the-ancients-gates/	Q7889	1300003197	Q14864331
drake-hollow	Drake Hollow	2020 video game	https://www.metacritic.com/game/drake-hollow/	Q7889	1300509215	
drake-of-the-99-dragons	Drake of the 99 Dragons	2003 video game	https://www.metacritic.com/game/drake-of-the-99-dragons/	Q7889	1300018253	Q14864330
drakengard	Drakengard	2004 video game	https://www.metacritic.com/game/drakengard/	Q7889	1300018374	Q14864331
drakengard-2	Drakengard 2	2006 video game	https://www.metacritic.com/game/drakengard-2/	Q7889	1300023270	Q14864331
drakengard-3	Drakengard 3	2014 video game	https://www.metacritic.com/game/drakengard-3/	Q7889	1300175714	Q14864331
drakensang-the-dark-eye	Drakensang: The Dark Eye	2009 video game	https://www.metacritic.com/game/drakensang-the-dark-eye/	Q7889	1300028382	Q14864330
draugen	Draugen	2019 video game	https://www.metacritic.com/game/draugen/	Q7889	1300223097	
